,m5XiUJ
17221,90.0
17222,90.0
17223,97.0
17224,97.0
17225,98.0
17226,98.0
17227,104.0
17228,105.0
17229,106.0
17230,105.0
17231,105.0
17232,105.0
17233,105.0
17234,109.0
17235,107.0
17236,107.0
17237,106.0
17238,105.0
17239,105.0
17240,106.0
17241,108.0
17242,105.0
17243,97.0
17244,97.0
17245,97.0
17246,97.0
17247,97.0
17248,101.0
17249,99.0
17250,101.0
17251,101.0
17252,101.0
17253,98.0
17254,97.0
17255,99.0
17256,99.0
17257,97.0
17258,91.0
17259,86.0
17260,86.0
17261,86.0
17262,88.0
17263,90.0
17264,86.0
17265,89.0
17266,88.0
17267,87.0
17268,86.0
17269,86.0
17270,87.0
17271,87.0
17272,87.0
17273,87.0
17274,82.0
17275,82.0
17276,80.0
17277,80.0
17278,82.0
17279,83.0
17280,81.0
17281,82.0
17282,82.0
17283,84.0
17284,84.0
17285,84.0
17286,84.0
17287,89.0
17288,89.0
17289,89.0
17290,88.0
17291,89.0
17292,96.0
17293,95.0
17294,94.0
17295,93.0
17296,85.0
17297,85.0
17298,85.0
17299,86.0
17300,85.0
17301,77.0
17302,77.0
17303,78.0
17304,77.0
17305,77.0
17306,77.0
17307,75.0
17308,73.0
17309,75.0
17310,72.0
17311,72.0
17312,71.0
17313,71.0
17314,70.0
17315,70.0
17316,70.0
17317,71.0
17318,74.0
17319,73.0
17320,74.0
17321,74.0
17322,69.0
17323,68.0
17324,66.0
17325,66.0
17326,66.0
17327,66.0
17328,67.0
17329,64.0
17330,64.0
17331,58.0
17332,58.0
17333,58.0
17334,58.0
17335,58.0
17336,56.0
17337,54.0
17338,54.0
17339,52.0
17340,53.0
17341,53.0
17342,56.0
17343,57.0
17344,56.0
17345,56.0
17346,55.0
17347,65.0
17348,70.0
17349,69.0
17350,69.0
17351,70.0
17352,67.0
17353,68.0
17354,68.0
17355,69.0
17356,69.0
17357,66.0
17358,65.0
17359,64.0
17360,66.0
17361,62.0
17362,61.0
17363,61.0
17364,56.0
17365,55.0
17366,55.0
17367,55.0
17368,56.0
17369,56.0
17370,57.0
17371,57.0
17372,57.0
17373,57.0
17374,57.0
17375,57.0
17376,57.0
17377,58.0
17378,58.0
17379,59.0
17380,59.0
17381,61.0
17382,63.0
17383,65.0
17384,67.0
17385,66.0
17386,67.0
17387,67.0
17388,71.0
17389,72.0
17390,71.0
17391,67.0
17392,60.0
17393,60.0
17394,63.0
17395,63.0
17396,62.0
17397,67.0
17398,69.0
17399,69.0
17400,69.0
17401,70.0
17402,70.0
17403,71.0
17404,75.0
17405,75.0
17406,78.0
17407,78.0
17408,78.0
17409,78.0
17410,78.0
17411,77.0
17412,76.0
17413,74.0
17414,76.0
17415,76.0
17416,71.0
17417,71.0
17418,72.0
17419,73.0
17420,67.0
17421,69.0
17422,67.0
17423,66.0
17424,67.0
17425,67.0
17426,67.0
17427,67.0
17428,68.0
17429,68.0
17430,67.0
17431,67.0
17432,65.0
17433,64.0
17434,64.0
17435,64.0
17436,65.0
17437,69.0
17438,68.0
17439,68.0
17440,68.0
17441,69.0
17442,68.0
17443,68.0
17444,69.0
17445,70.0
17446,72.0
17447,73.0
17448,78.0
17449,78.0
17450,76.0
17451,82.0
17452,82.0
17453,86.0
17454,88.0
17455,87.0
17456,84.0
17457,85.0
17458,89.0
17459,89.0
17460,88.0
17461,88.0
17462,83.0
17463,84.0
17464,86.0
17465,89.0
17466,88.0
17467,84.0
17468,84.0
17469,106.0
17470,107.0
17471,109.0
17472,108.0
17473,108.0
17474,108.0
17475,107.0
17476,109.0
17477,108.0
17478,106.0
17479,106.0
17480,106.0
17481,110.0
17482,109.0
17483,109.0
17484,110.0
17485,109.0
17486,120.0
17487,121.0
17488,119.0
17489,120.0
17490,120.0
17491,120.0
17492,121.0
17493,120.0
17494,119.0
17495,118.0
17496,114.0
17497,116.0
17498,117.0
17499,118.0
17500,121.0
17501,121.0
17502,122.0
17503,121.0
17504,120.0
17505,126.0
17506,126.0
17507,134.0
17508,125.0
17509,124.0
17510,123.0
17511,122.0
17512,123.0
17513,123.0
17514,123.0
17515,123.0
17516,124.0
17517,124.0
17518,122.0
17519,121.0
17520,117.0
17521,118.0
17522,118.0
17523,119.0
17524,117.0
17525,115.0
17526,115.0
17527,108.0
17528,107.0
17529,108.0
17530,108.0
17531,108.0
17532,105.0
17533,92.0
17534,90.0
17535,87.0
17536,87.0
17537,87.0
17538,88.0
17539,87.0
17540,89.0
17541,90.0
17542,89.0
17543,89.0
17544,88.0
17545,90.0
17546,88.0
17547,88.0
17548,88.0
17549,88.0
17550,90.0
17551,90.0
17552,89.0
17553,89.0
17554,85.0
17555,82.0
17556,83.0
17557,83.0
17558,86.0
17559,86.0
17560,79.0
17561,78.0
17562,81.0
17563,81.0
17564,82.0
17565,85.0
17566,84.0
17567,87.0
17568,86.0
17569,86.0
17570,88.0
17571,83.0
17572,83.0
17573,82.0
17574,76.0
17575,75.0
17576,75.0
17577,76.0
17578,76.0
17579,63.0
17580,64.0
17581,57.0
17582,57.0
17583,58.0
17584,58.0
17585,59.0
17586,61.0
17587,62.0
17588,62.0
17589,62.0
17590,60.0
17591,60.0
17592,62.0
17593,62.0
17594,62.0
17595,62.0
17596,62.0
17597,63.0
17598,63.0
17599,64.0
17600,63.0
17601,63.0
17602,66.0
17603,66.0
17604,65.0
17605,70.0
17606,69.0
17607,69.0
17608,74.0
17609,74.0
17610,74.0
17611,72.0
17612,75.0
17613,76.0
17614,74.0
17615,74.0
17616,74.0
17617,76.0
17618,81.0
17619,78.0
17620,76.0
17621,76.0
17622,74.0
17623,76.0
17624,76.0
17625,77.0
17626,80.0
17627,82.0
17628,82.0
17629,82.0
17630,82.0
17631,85.0
17632,87.0
17633,90.0
17634,91.0
17635,91.0
17636,89.0
17637,88.0
17638,87.0
17639,83.0
17640,82.0
17641,78.0
17642,78.0
17643,79.0
17644,81.0
17645,81.0
17646,85.0
17647,93.0
17648,94.0
17649,97.0
17650,97.0
17651,99.0
17652,101.0
17653,101.0
17654,102.0
17655,99.0
17656,99.0
17657,99.0
17658,99.0
17659,98.0
17660,96.0
17661,95.0
17662,95.0
17663,95.0
17664,95.0
17665,94.0
17666,95.0
17667,96.0
17668,96.0
17669,95.0
17670,94.0
17671,94.0
17672,97.0
17673,96.0
17674,95.0
17675,96.0
17676,94.0
17677,98.0
17678,98.0
17679,99.0
17680,99.0
17681,94.0
17682,95.0
17683,96.0
17684,95.0
17685,96.0
17686,90.0
17687,93.0
17688,93.0
17689,95.0
17690,95.0
17691,93.0
17692,93.0
17693,94.0
17694,94.0
17695,94.0
17696,95.0
17697,98.0
17698,99.0
17699,100.0
17700,97.0
17701,95.0
17702,95.0
17703,96.0
17704,96.0
17705,96.0
17706,95.0
17707,90.0
17708,89.0
17709,89.0
17710,89.0
17711,89.0
17712,100.0
17713,101.0
17714,102.0
17715,99.0
17716,101.0
17717,106.0
17718,103.0
17719,106.0
17720,102.0
17721,91.0
17722,92.0
17723,90.0
17724,90.0
17725,89.0
17726,87.0
17727,87.0
17728,85.0
17729,85.0
17730,86.0
17731,85.0
17732,85.0
17733,86.0
17734,82.0
17735,82.0
17736,82.0
17737,82.0
17738,83.0
17739,83.0
17740,79.0
17741,79.0
17742,86.0
17743,87.0
17744,86.0
17745,87.0
17746,84.0
17747,84.0
17748,84.0
17749,84.0
17750,85.0
17751,85.0
17752,89.0
17753,93.0
17754,93.0
17755,97.0
17756,95.0
17757,95.0
17758,96.0
17759,95.0
17760,93.0
17761,90.0
17762,92.0
17763,93.0
17764,96.0
17765,95.0
17766,94.0
17767,93.0
17768,94.0
17769,94.0
17770,96.0
17771,89.0
17772,88.0
17773,85.0
17774,85.0
17775,86.0
17776,86.0
17777,86.0
17778,86.0
17779,84.0
17780,85.0
17781,85.0
17782,86.0
17783,86.0
17784,87.0
17785,89.0
17786,87.0
17787,86.0
17788,84.0
17789,84.0
17790,84.0
17791,81.0
17792,82.0
17793,80.0
17794,82.0
17795,82.0
17796,82.0
17797,82.0
17798,83.0
17799,83.0
17800,86.0
17801,85.0
17802,87.0
17803,88.0
17804,87.0
17805,90.0
17806,90.0
17807,97.0
17808,98.0
17809,102.0
17810,104.0
17811,104.0
17812,103.0
17813,103.0
17814,103.0
17815,103.0
17816,95.0
17817,95.0
17818,95.0
17819,93.0
17820,95.0
17821,94.0
17822,94.0
17823,95.0
17824,94.0
17825,96.0
17826,91.0
17827,83.0
17828,85.0
17829,84.0
17830,84.0
17831,84.0
17832,84.0
17833,86.0
17834,86.0
17835,86.0
17836,85.0
17837,78.0
17838,76.0
17839,79.0
17840,79.0
17841,78.0
17842,76.0
17843,77.0
17844,77.0
17845,77.0
17846,78.0
17847,78.0
17848,78.0
17849,77.0
17850,78.0
17851,78.0
17852,78.0
17853,82.0
17854,83.0
17855,82.0
17856,80.0
17857,80.0
17858,79.0
17859,79.0
17860,79.0
17861,80.0
17862,80.0
17863,80.0
17864,87.0
17865,87.0
17866,88.0
17867,92.0
17868,91.0
17869,89.0
17870,87.0
17871,85.0
17872,84.0
17873,78.0
17874,81.0
17875,80.0
17876,77.0
17877,77.0
17878,76.0
17879,75.0
17880,75.0
17881,67.0
17882,66.0
17883,56.0
17884,56.0
17885,56.0
17886,56.0
17887,56.0
17888,56.0
17889,64.0
17890,64.0
17891,64.0
17892,63.0
17893,64.0
17894,63.0
17895,63.0
17896,63.0
17897,63.0
17898,63.0
17899,64.0
17900,66.0
17901,66.0
17902,63.0
17903,67.0
17904,70.0
17905,72.0
17906,69.0
17907,69.0
17908,69.0
17909,69.0
17910,69.0
17911,70.0
17912,73.0
17913,71.0
17914,71.0
17915,72.0
17916,74.0
17917,73.0
17918,89.0
17919,88.0
17920,86.0
17921,86.0
17922,86.0
17923,95.0
17924,96.0
17925,98.0
17926,98.0
17927,92.0
17928,92.0
17929,92.0
17930,92.0
17931,92.0
17932,91.0
17933,89.0
17934,89.0
17935,89.0
17936,88.0
17937,89.0
17938,89.0
17939,89.0
17940,89.0
17941,97.0
17942,102.0
17943,103.0
17944,102.0
17945,102.0
17946,102.0
17947,102.0
17948,101.0
17949,101.0
17950,101.0
17951,100.0
17952,99.0
17953,106.0
17954,106.0
17955,107.0
17956,107.0
17957,109.0
17958,116.0
17959,119.0
17960,123.0
17961,124.0
17962,115.0
17963,115.0
17964,117.0
17965,123.0
17966,124.0
17967,122.0
17968,122.0
17969,124.0
17970,124.0
17971,125.0
17972,125.0
17973,123.0
17974,122.0
17975,122.0
17976,123.0
17977,119.0
17978,116.0
17979,117.0
17980,118.0
17981,115.0
17982,116.0
17983,122.0
17984,122.0
17985,120.0
17986,132.0
17987,133.0
17988,130.0
17989,129.0
17990,129.0
17991,129.0
17992,118.0
17993,129.0
17994,130.0
17995,121.0
17996,121.0
17997,113.0
17998,117.0
17999,116.0
18000,117.0
18001,117.0
18002,113.0
18003,116.0
18004,115.0
18005,114.0
18006,118.0
18007,118.0
18008,118.0
18009,116.0
18010,116.0
18011,116.0
18012,114.0
18013,113.0
18014,114.0
18015,113.0
18016,112.0
18017,113.0
18018,114.0
18019,114.0
18020,117.0
18021,118.0
18022,119.0
18023,118.0
18024,118.0
18025,117.0
18026,119.0
18027,113.0
18028,106.0
18029,105.0
18030,109.0
18031,107.0
18032,108.0
18033,105.0
18034,100.0
18035,99.0
18036,99.0
18037,97.0
18038,97.0
18039,90.0
18040,89.0
18041,95.0
18042,95.0
18043,94.0
18044,95.0
18045,97.0
18046,99.0
18047,105.0
18048,105.0
18049,106.0
18050,105.0
18051,107.0
18052,108.0
18053,106.0
18054,106.0
18055,104.0
18056,94.0
18057,95.0
18058,96.0
18059,99.0
18060,92.0
18061,91.0
18062,90.0
18063,89.0
18064,89.0
18065,91.0
18066,96.0
18067,88.0
18068,86.0
18069,87.0
18070,89.0
18071,92.0
18072,89.0
18073,87.0
18074,85.0
18075,86.0
18076,87.0
18077,85.0
18078,85.0
18079,83.0
18080,81.0
18081,85.0
18082,85.0
18083,85.0
18084,85.0
18085,87.0
18086,95.0
18087,99.0
18088,99.0
18089,97.0
18090,97.0
18091,95.0
18092,96.0
18093,96.0
18094,94.0
18095,94.0
18096,94.0
18097,96.0
18098,102.0
18099,106.0
18100,109.0
18101,108.0
18102,109.0
18103,109.0
18104,105.0
18105,111.0
18106,110.0
18107,110.0
18108,110.0
18109,118.0
18110,119.0
18111,117.0
18112,117.0
18113,107.0
18114,108.0
18115,110.0
18116,110.0
18117,110.0
18118,105.0
18119,103.0
18120,103.0
18121,104.0
18122,104.0
18123,106.0
18124,106.0
18125,104.0
18126,104.0
18127,104.0
18128,103.0
18129,103.0
18130,103.0
18131,109.0
18132,106.0
18133,102.0
18134,104.0
18135,104.0
18136,106.0
18137,106.0
18138,104.0
18139,104.0
18140,104.0
18141,106.0
18142,113.0
18143,110.0
18144,108.0
18145,108.0
18146,109.0
18147,109.0
18148,114.0
18149,113.0
18150,115.0
18151,116.0
18152,116.0
18153,122.0
18154,124.0
18155,124.0
18156,125.0
18157,125.0
18158,126.0
18159,122.0
18160,120.0
18161,117.0
18162,117.0
18163,119.0
18164,121.0
18165,123.0
18166,120.0
18167,119.0
18168,120.0
18169,123.0
18170,123.0
18171,123.0
18172,120.0
18173,119.0
18174,128.0
18175,127.0
18176,137.0
18177,137.0
18178,138.0
18179,141.0
18180,141.0
18181,139.0
18182,139.0
18183,126.0
18184,138.0
18185,138.0
18186,137.0
18187,136.0
18188,136.0
18189,141.0
18190,142.0
18191,142.0
18192,142.0
18193,143.0
18194,141.0
18195,141.0
18196,141.0
18197,135.0
18198,135.0
18199,134.0
18200,132.0
18201,135.0
18202,135.0
18203,137.0
18204,151.0
18205,147.0
18206,149.0
18207,149.0
18208,148.0
18209,148.0
18210,147.0
18211,147.0
18212,144.0
18213,144.0
18214,134.0
18215,132.0
18216,136.0
18217,136.0
18218,136.0
18219,135.0
18220,135.0
18221,132.0
18222,130.0
18223,130.0
18224,128.0
18225,127.0
18226,127.0
18227,128.0
18228,125.0
18229,123.0
18230,124.0
18231,122.0
18232,122.0
18233,123.0
18234,121.0
18235,121.0
18236,119.0
18237,119.0
18238,118.0
18239,116.0
18240,116.0
18241,116.0
18242,116.0
18243,111.0
18244,116.0
18245,114.0
18246,118.0
18247,118.0
18248,109.0
18249,112.0
18250,108.0
18251,112.0
18252,111.0
18253,102.0
18254,108.0
18255,118.0
18256,121.0
18257,121.0
18258,111.0
18259,114.0
18260,112.0
18261,112.0
18262,110.0
18263,102.0
18264,102.0
18265,103.0
18266,102.0
18267,101.0
18268,99.0
18269,99.0
18270,99.0
18271,99.0
18272,100.0
18273,99.0
18274,98.0
18275,98.0
18276,106.0
18277,106.0
18278,98.0
18279,99.0
18280,103.0
18281,106.0
18282,108.0
18283,115.0
18284,115.0
18285,115.0
18286,116.0
18287,115.0
18288,113.0
18289,107.0
18290,108.0
18291,108.0
18292,108.0
18293,107.0
18294,106.0
18295,104.0
18296,97.0
18297,97.0
18298,97.0
18299,98.0
18300,98.0
18301,98.0
18302,96.0
18303,105.0
18304,101.0
18305,101.0
18306,101.0
18307,105.0
18308,107.0
18309,108.0
18310,108.0
18311,109.0
18312,108.0
18313,112.0
18314,111.0
18315,112.0
18316,112.0
18317,116.0
18318,116.0
18319,122.0
18320,122.0
18321,123.0
18322,119.0
18323,112.0
18324,113.0
18325,112.0
18326,108.0
18327,104.0
18328,92.0
18329,98.0
18330,94.0
18331,94.0
18332,95.0
18333,96.0
18334,96.0
18335,96.0
18336,97.0
18337,97.0
18338,96.0
18339,95.0
18340,95.0
18341,94.0
18342,96.0
18343,96.0
18344,94.0
18345,98.0
18346,96.0
18347,96.0
18348,104.0
18349,95.0
18350,96.0
18351,96.0
18352,96.0
18353,91.0
18354,89.0
18355,88.0
18356,86.0
18357,79.0
18358,80.0
18359,78.0
18360,78.0
18361,83.0
18362,83.0
18363,84.0
18364,83.0
18365,82.0
18366,84.0
18367,84.0
18368,84.0
18369,85.0
18370,82.0
18371,82.0
18372,88.0
18373,87.0
18374,87.0
18375,87.0
18376,87.0
18377,90.0
18378,90.0
18379,84.0
18380,94.0
18381,96.0
18382,107.0
18383,107.0
18384,109.0
18385,110.0
18386,114.0
18387,110.0
18388,113.0
18389,111.0
18390,109.0
18391,107.0
18392,107.0
18393,103.0
18394,101.0
18395,99.0
18396,100.0
18397,99.0
18398,99.0
18399,97.0
18400,95.0
18401,95.0
18402,100.0
18403,101.0
18404,100.0
18405,100.0
18406,99.0
18407,98.0
18408,98.0
18409,98.0
18410,99.0
18411,100.0
18412,105.0
18413,106.0
18414,106.0
18415,106.0
18416,106.0
18417,109.0
18418,109.0
18419,108.0
18420,111.0
18421,111.0
18422,109.0
18423,108.0
18424,107.0
18425,107.0
18426,107.0
18427,114.0
18428,114.0
18429,114.0
18430,115.0
18431,115.0
18432,114.0
18433,114.0
18434,114.0
18435,111.0
18436,111.0
18437,110.0
18438,110.0
18439,110.0
18440,110.0
18441,110.0
18442,111.0
18443,112.0
18444,112.0
18445,119.0
18446,114.0
18447,115.0
18448,115.0
18449,113.0
18450,113.0
18451,108.0
18452,109.0
18453,112.0
18454,98.0
18455,97.0
18456,84.0
18457,85.0
18458,84.0
18459,82.0
18460,82.0
18461,82.0
18462,73.0
18463,76.0
18464,76.0
18465,75.0
18466,75.0
18467,76.0
18468,77.0
18469,80.0
18470,79.0
18471,79.0
18472,76.0
18473,76.0
18474,77.0
18475,78.0
18476,72.0
18477,72.0
18478,75.0
18479,76.0
18480,85.0
18481,85.0
18482,86.0
18483,85.0
18484,84.0
18485,90.0
18486,84.0
18487,89.0
18488,93.0
18489,92.0
18490,93.0
18491,89.0
18492,91.0
18493,95.0
18494,98.0
18495,96.0
18496,93.0
18497,98.0
18498,98.0
18499,100.0
18500,101.0
18501,91.0
18502,92.0
18503,92.0
18504,91.0
18505,91.0
18506,90.0
18507,95.0
18508,95.0
18509,93.0
18510,93.0
18511,92.0
18512,93.0
18513,93.0
18514,93.0
18515,96.0
18516,96.0
18517,95.0
18518,95.0
18519,92.0
18520,95.0
18521,94.0
18522,94.0
18523,94.0
18524,94.0
18525,98.0
18526,97.0
18527,95.0
18528,95.0
18529,96.0
18530,96.0
18531,99.0
18532,99.0
18533,101.0
18534,101.0
18535,99.0
18536,99.0
18537,103.0
18538,103.0
18539,103.0
18540,102.0
18541,102.0
18542,99.0
18543,103.0
18544,103.0
18545,103.0
18546,102.0
18547,103.0
18548,103.0
18549,102.0
18550,103.0
18551,101.0
18552,108.0
18553,106.0
18554,102.0
18555,102.0
18556,100.0
18557,103.0
18558,98.0
18559,102.0
18560,102.0
18561,97.0
18562,93.0
18563,93.0
18564,92.0
18565,92.0
18566,79.0
18567,79.0
18568,69.0
18569,69.0
18570,70.0
18571,71.0
18572,71.0
18573,70.0
18574,67.0
18575,67.0
18576,66.0
18577,66.0
18578,66.0
18579,66.0
18580,66.0
18581,65.0
18582,67.0
18583,68.0
18584,68.0
18585,70.0
18586,70.0
18587,69.0
18588,74.0
18589,69.0
18590,77.0
18591,77.0
18592,77.0
18593,77.0
18594,75.0
18595,75.0
18596,82.0
18597,82.0
18598,82.0
18599,79.0
18600,82.0
18601,83.0
18602,87.0
18603,86.0
18604,87.0
18605,80.0
18606,80.0
18607,82.0
18608,84.0
18609,84.0
18610,83.0
18611,78.0
18612,79.0
18613,81.0
18614,81.0
18615,82.0
18616,82.0
18617,80.0
18618,81.0
18619,80.0
18620,82.0
18621,79.0
18622,79.0
18623,81.0
18624,79.0
18625,78.0
18626,76.0
18627,76.0
18628,76.0
18629,76.0
18630,76.0
18631,74.0
18632,75.0
18633,69.0
18634,69.0
18635,70.0
18636,70.0
18637,71.0
18638,72.0
18639,75.0
18640,75.0
18641,73.0
18642,73.0
18643,76.0
18644,76.0
18645,76.0
18646,77.0
18647,77.0
18648,79.0
18649,79.0
18650,79.0
18651,78.0
18652,78.0
18653,84.0
18654,84.0
18655,84.0
18656,83.0
18657,82.0
18658,80.0
18659,80.0
18660,81.0
18661,81.0
18662,76.0
18663,76.0
18664,71.0
18665,71.0
18666,70.0
18667,69.0
18668,69.0
18669,69.0
18670,63.0
18671,77.0
18672,79.0
18673,83.0
18674,82.0
18675,85.0
18676,82.0
18677,84.0
18678,99.0
18679,99.0
18680,104.0
18681,102.0
18682,104.0
18683,109.0
18684,110.0
18685,110.0
18686,109.0
18687,106.0
18688,113.0
18689,112.0
18690,112.0
18691,113.0
18692,113.0
18693,114.0
18694,114.0
18695,115.0
18696,116.0
18697,112.0
18698,112.0
18699,110.0
18700,110.0
18701,110.0
18702,109.0
18703,112.0
18704,115.0
18705,117.0
18706,116.0
18707,116.0
18708,116.0
18709,116.0
18710,116.0
18711,117.0
18712,126.0
18713,123.0
18714,123.0
18715,123.0
18716,122.0
18717,119.0
18718,119.0
18719,119.0
18720,118.0
18721,120.0
18722,119.0
18723,119.0
18724,119.0
18725,118.0
18726,119.0
18727,113.0
18728,113.0
18729,114.0
18730,114.0
18731,118.0
18732,121.0
18733,121.0
18734,127.0
18735,127.0
18736,128.0
18737,130.0
18738,132.0
18739,124.0
18740,125.0
18741,123.0
18742,129.0
18743,132.0
18744,129.0
18745,128.0
18746,127.0
18747,126.0
18748,127.0
18749,122.0
18750,116.0
18751,112.0
18752,102.0
18753,104.0
18754,99.0
18755,96.0
18756,91.0
18757,91.0
18758,91.0
18759,91.0
18760,91.0
18761,92.0
18762,88.0
18763,92.0
18764,89.0
18765,91.0
18766,90.0
18767,90.0
18768,105.0
18769,105.0
18770,104.0
18771,104.0
18772,100.0
18773,100.0
18774,99.0
18775,98.0
18776,100.0
18777,91.0
18778,91.0
18779,91.0
18780,94.0
18781,96.0
18782,98.0
18783,97.0
18784,97.0
18785,94.0
18786,94.0
18787,94.0
18788,93.0
18789,92.0
18790,89.0
18791,91.0
18792,92.0
18793,93.0
18794,92.0
18795,91.0
18796,91.0
18797,91.0
18798,91.0
18799,93.0
18800,91.0
18801,90.0
18802,90.0
18803,91.0
18804,91.0
18805,89.0
18806,87.0
18807,89.0
18808,81.0
18809,83.0
18810,80.0
18811,79.0
18812,79.0
18813,79.0
18814,78.0
18815,78.0
18816,73.0
18817,74.0
18818,74.0
18819,72.0
18820,71.0
18821,71.0
18822,70.0
18823,70.0
18824,74.0
18825,79.0
18826,81.0
18827,79.0
18828,82.0
18829,85.0
18830,89.0
18831,91.0
18832,114.0
18833,114.0
18834,116.0
18835,113.0
18836,118.0
18837,113.0
18838,115.0
18839,117.0
18840,120.0
18841,103.0
18842,107.0
18843,109.0
18844,111.0
18845,115.0
18846,116.0
18847,118.0
18848,119.0
18849,116.0
18850,118.0
18851,117.0
18852,116.0
18853,115.0
18854,113.0
18855,111.0
18856,108.0
18857,112.0
18858,113.0
18859,113.0
18860,114.0
18861,115.0
18862,116.0
18863,118.0
18864,159.0
18865,159.0
18866,160.0
18867,157.0
18868,159.0
18869,159.0
18870,159.0
18871,160.0
18872,161.0
18873,160.0
18874,161.0
18875,162.0
18876,162.0
18877,160.0
18878,160.0
18879,160.0
18880,161.0
18881,160.0
18882,162.0
18883,159.0
18884,158.0
18885,158.0
18886,163.0
18887,163.0
18888,163.0
18889,166.0
18890,166.0
18891,165.0
18892,165.0
18893,164.0
18894,169.0
18895,170.0
18896,171.0
18897,171.0
18898,168.0
18899,163.0
18900,160.0
18901,165.0
18902,161.0
18903,157.0
18904,154.0
18905,153.0
18906,134.0
18907,137.0
18908,135.0
18909,137.0
18910,132.0
18911,132.0
18912,127.0
18913,126.0
18914,124.0
18915,128.0
18916,123.0
18917,124.0
18918,122.0
18919,118.0
18920,117.0
18921,114.0
18922,114.0
18923,113.0
18924,107.0
18925,110.0
18926,110.0
18927,98.0
18928,98.0
18929,98.0
18930,82.0
18931,79.0
18932,99.0
18933,100.0
18934,99.0
18935,98.0
18936,96.0
18937,93.0
18938,94.0
18939,96.0
18940,104.0
18941,104.0
18942,103.0
18943,104.0
18944,105.0
18945,106.0
18946,109.0
18947,110.0
18948,110.0
18949,109.0
18950,110.0
18951,110.0
18952,110.0
18953,110.0
18954,123.0
18955,122.0
18956,121.0
18957,125.0
18958,125.0
18959,125.0
18960,123.0
18961,123.0
18962,123.0
18963,122.0
18964,122.0
18965,126.0
18966,127.0
18967,127.0
18968,125.0
18969,124.0
18970,123.0
18971,123.0
18972,125.0
18973,123.0
18974,126.0
18975,127.0
18976,126.0
18977,126.0
18978,126.0
18979,126.0
18980,127.0
18981,125.0
18982,127.0
18983,123.0
18984,123.0
18985,124.0
18986,124.0
18987,124.0
18988,124.0
18989,121.0
18990,123.0
18991,121.0
18992,122.0
18993,122.0
18994,123.0
18995,136.0
18996,137.0
18997,153.0
18998,160.0
18999,162.0
19000,163.0
19001,160.0
19002,161.0
19003,164.0
19004,162.0
19005,167.0
19006,143.0
19007,143.0
19008,144.0
19009,141.0
19010,141.0
19011,139.0
19012,136.0
19013,136.0
19014,126.0
19015,127.0
19016,115.0
19017,114.0
19018,113.0
19019,113.0
19020,113.0
19021,107.0
19022,108.0
19023,108.0
19024,107.0
19025,107.0
19026,102.0
19027,103.0
19028,102.0
19029,102.0
19030,102.0
19031,103.0
19032,105.0
19033,105.0
19034,107.0
19035,107.0
19036,104.0
19037,105.0
19038,105.0
19039,96.0
19040,96.0
19041,99.0
19042,100.0
19043,100.0
19044,103.0
19045,104.0
19046,103.0
19047,103.0
19048,102.0
19049,101.0
19050,102.0
19051,102.0
19052,102.0
19053,104.0
19054,104.0
19055,109.0
19056,110.0
19057,111.0
19058,111.0
19059,111.0
19060,119.0
19061,121.0
19062,128.0
19063,127.0
19064,127.0
19065,131.0
19066,130.0
19067,131.0
19068,128.0
19069,113.0
19070,113.0
19071,92.0
19072,96.0
19073,91.0
19074,90.0
19075,91.0
19076,90.0
19077,88.0
19078,88.0
19079,86.0
19080,87.0
19081,87.0
19082,86.0
19083,86.0
19084,87.0
19085,87.0
19086,87.0
19087,97.0
19088,97.0
19089,98.0
19090,98.0
19091,98.0
19092,98.0
19093,97.0
19094,97.0
19095,103.0
19096,102.0
19097,105.0
19098,105.0
19099,107.0
19100,107.0
19101,107.0
19102,107.0
19103,106.0
19104,100.0
19105,99.0
19106,97.0
19107,98.0
19108,96.0
19109,99.0
19110,97.0
19111,99.0
19112,100.0
19113,99.0
19114,99.0
19115,99.0
19116,104.0
19117,101.0
19118,102.0
19119,101.0
19120,108.0
19121,109.0
19122,108.0
19123,108.0
19124,107.0
19125,107.0
19126,111.0
19127,109.0
19128,110.0
19129,103.0
19130,103.0
19131,102.0
19132,102.0
19133,101.0
19134,94.0
19135,92.0
19136,85.0
19137,90.0
19138,93.0
19139,93.0
19140,93.0
19141,93.0
19142,95.0
19143,96.0
19144,105.0
19145,109.0
19146,102.0
19147,102.0
19148,102.0
19149,103.0
19150,104.0
19151,104.0
19152,113.0
19153,112.0
19154,115.0
19155,115.0
19156,116.0
19157,116.0
19158,115.0
19159,115.0
19160,120.0
19161,109.0
19162,110.0
19163,107.0
19164,107.0
19165,109.0
19166,109.0
19167,111.0
19168,116.0
19169,110.0
19170,122.0
19171,120.0
19172,122.0
19173,129.0
19174,129.0
19175,131.0
19176,135.0
19177,137.0
